tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N910DN,1995.0,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2.0,142.0,,Turbo-jet
N910EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N910FR,2002.0,Fixed wing multi engine,AIRBUS,A319-112,2.0,100.0,,Turbo-fan
N910FR,2002.0,Fixed wing multi engine,AIRBUS,A319-112,2.0,100.0,,Turbo-fan
N910FR,2002.0,Fixed wing multi engine,AIRBUS,A319-112,2.0,100.0,,Turbo-fan
N910SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N910WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N911DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N912DL,1987.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N912EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N912SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N912UY,,,AIRBUS,A321-231            ,,,,
N912WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N913DE,1993.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N913EV,2002.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N913JB,2013.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,,Turbo-fan
N913US,,,AIRBUS,A321-231            ,,,,
N913WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N914EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N914UY,,,AIRBUS,A321-231            ,,,,
N914WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N915AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N915DE,1993.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N915EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N915SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N915US,,,AIRBUS,A321-231            ,,,,
N915US,,,LEARJET,24B                 ,,,,
N915WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N916DE,1993.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N916EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N916SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N916US,,,AIRBUS,A321-231            ,,,,
N917DL,1988.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N917EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N917SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N917US,,,DIAMOND AIRCRAFT IND,DA 40               ,,,,
N917UY,,,AIRBUS,A321-231            ,,,,
N917WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N918SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N918US,,,AIRBUS,A321-231            ,,,,
N919AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N919EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N919SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N919US,,,AIRBUS,A321-231            ,,,,
N919WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N920AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N920EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N920SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N920US,,,AIRBUS,A321-231            ,,,,
N920WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N921AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N921EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N921US,,,AIRBUS,A321-231            ,,,,
N922AT,2005.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N922EV,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N922US,,,AIRBUS,A321-231            ,,,,
N922WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N923AT,2005.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N923EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N923JB,,,AIRBUS,A321-231            ,,,,
N923SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N923US,,,AIRBUS,A321-231            ,,,,
N923WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N924AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N924EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N924SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N924US,,,AIRBUS,A321-231            ,,,,
N924WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N925AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N925EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N925SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N925UY,,,AIRBUS,A321-231            ,,,,
N925WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N926AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N926EV,2003.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N926SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N926UW,,,AIRBUS,A321-231            ,,,,
N926WN,,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N927AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N927EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N927SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N927UW,,,AIRBUS,A321-231            ,,,,
N927WN,,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N928AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N928EV,2004.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N928SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N928WN,,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N929AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N929DN,1996.0,Fixed wing multi engine,MCDONNELL DOUGLAS,MD-90-30,2.0,142.0,,Turbo-jet
N929EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N929JB,,,AIRBUS,A321-231            ,,,,
N929SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N929WN,2008.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N930AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N930DN,,,MCDONNELL DOUGLAS,MD-90-30            ,,,,
N930EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N930SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N930WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N931EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N931WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N932EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N932FR,,,TOM HALL,MODIFIED SONERAILL  ,,,,
N932FR,,,AIRBUS,A319-111            ,,,,
N932SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N932WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N933AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N933EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N933WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N934AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N934JB,,,AIRBUS,A321-231            ,,,,
N934SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N934WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N935AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N935JB,,,AIRBUS,A321-231            ,,,,
N935SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N935WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N936AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N936EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N936SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N936WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N937AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N937EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N937JB,,,AIRBUS,A321-231            ,,,,
N937SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N937WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N938AT,2006.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N938SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N938UW,,,BOEING,757-2B7             ,,,,
N938WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N939AT,2006.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N939SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N939UW,,,BOEING,757-2B7             ,,,,
N939WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N940AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N940WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N941FR,2005.0,Fixed wing multi engine,AIRBUS,A319-112,2.0,100.0,,Turbo-fan
N941SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N941WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N942AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N942JB,,,AIRBUS,A321-231            ,,,,
N942WN,2009.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N943AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N943FR,2005.0,Fixed wing multi engine,AIRBUS,A319-112,2.0,100.0,,Turbo-fan
N943SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N943WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N944AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N944JB,,,SIKORSKY,UH-60A              ,,,,
N944JB,,,BEER JOHN EDWARD,JEB SUPER HI MAX    ,,,,
N944SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N944WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N945JB,,,BENHAM JOHN,DOMINATOR           ,,,,
N945SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N945WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N946AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N946SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N946WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N947AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N947JB,,,AIRBUS,A321-231            ,,,,
N947SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N947WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N948AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N948JB,,,AIRBUS,A321-231            ,,,,
N948WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N949AT,1999.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N949FR,,,AIRBUS,A319-112            ,,,,
N949JB,,,CESSNA,510,,,,
N949JB,,,BRYSON JEFF,KR-2S               ,,,,
N949WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N950AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N950JB,,,DASSAULT,FALCON 900 EX       ,,,,
N950WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N951AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N951SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N951WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N952AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N952JB,,,AIRBUS,A321-231            ,,,,
N952SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N952WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N953AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N953SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N953WN,2010.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N954AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N954JB,,,AIRBUS,A321-231            ,,,,
N954SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N954WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N955AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N955JB,,,AIRBUS,A321-231            ,,,,
N955SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N955WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N956AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N956JB,,,DIAMOND AIRCRAFT IND,DA 40               ,,,,
N956SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N956UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N956WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N957AT,2000.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N957JB,,,AIRBUS,A321-231            ,,,,
N957SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N957UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N957WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N958AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N958JB,,,AIRBUS,A321-231            ,,,,
N958JB,,,RAYTHEON AIRCRAFT COMPANY,58,,,,
N958SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N958UW,2008.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N958WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N959AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N959DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N959JB,,,AIRBUS,A321-231            ,,,,
N959JB,,,PIPER,PA-23-250           ,,,,
N959SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N959WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N960AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N960SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N960WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N961AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N961SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N961WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N962DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N962SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N962WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N963AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N963DN,1999.0,Fixed wing multi engine,BOEING,MD-90-30,2.0,142.0,,Turbo-fan
N963SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N963WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N964AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N964DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N964SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N964WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N965AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N965DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N965SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N965WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N966AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N966WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N967AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N967SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N967WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N968AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N968WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N969AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N969DL,1990.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N969SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N969WN,2011.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,,Turbo-fan
N970AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N970SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N970UY,,,AIRBUS,A321-231            ,,,,
N971AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N971SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N971UY,,,AIRBUS,A321-231            ,,,,
N972AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N972UY,,,AIRBUS,A321-231            ,,,,
N973DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N973SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N973UY,,,AIRBUS,A321-231            ,,,,
N974AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N974UY,,,AIRBUS,A321-231            ,,,,
N975AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N975SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N975UY,,,AIRBUS,A321-231            ,,,,
N976SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N976UY,,,AIRBUS,A321-231            ,,,,
N977AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N977UY,,,AIRBUS,A321-231            ,,,,
N978AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N978SW,2004.0,Fixed wing multi engine,BOMBARDIER,CL-600-2B19,2.0,55.0,,Turbo-fan
N978UY,,,AIRBUS,A321-231            ,,,,
N979AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N979DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N979EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N979SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N979UY,,,AIRBUS,A321-231            ,,,,
N980AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N980EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N980SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N980UY,,,AIRBUS,A321-231            ,,,,
N981AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N981EV,,,BOMBARDIER,CL-600-2B19         ,,,,
N981UY,,,AIRBUS,A321-231            ,,,,
N982AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N982SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N982VJ,,,AIRBUS,A321-231            ,,,,
N983AT,,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N983SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N985AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N986AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N986SW,,,BOMBARDIER,CL-600-2B19         ,,,,
N987AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N987DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N988AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N989AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N990AT,2001.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N990DL,1991.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N991AT,,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N993AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N994AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N995AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N996AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N997AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N997DL,1992.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT,MD-88,2.0,142.0,,Turbo-fan
N998AT,2002.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,,Turbo-fan
N104UA,,,BOEING,747-422             ,,,,
N107UA,,,BOEING,747-422             ,,,,
N116UA,,,BOEING,747-422             ,,,,
N117UA,,,BOEING,747-422             ,,,,
N118UA,,,BOEING,747-422             ,,,,
N121DE,1987.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N124DE,,,BOEING,767-332             ,,,,
N125DL,,,BOEING,767-332             ,,,,
N126DL,,,BOEING,767-332             ,,,,
N127DL,,,BOEING,767-332             ,,,,
N127UA,,,BOEING,747-422             ,,,,
N128DL,,,BOEING,767-332             ,,,,
N129DL,,,BOEING,767-332             ,,,,
N130DL,,,BOEING,767-332             ,,,,
N136DL,1991.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N137DL,1991.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N138DL,,,BOEING,767-332             ,,,,
N139DL,,,BOEING,767-332             ,,,,
N1402A,,,BOEING,767-332             ,,,,
N1402A,,,PIPER,PA-22               ,,,,
N140LL,,,BOEING,767-332             ,,,,
N143DA,1998.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N144DA,,,BOEING,767-332             ,,,,
N1501P,1990.0,Fixed wing multi engine,BOEING,767-3P6,2.0,290.0,,Turbo-fan
N1501P,1990.0,Fixed wing multi engine,BOEING,767-3P6,2.0,290.0,,Turbo-fan
N152DL,1990.0,Fixed wing multi engine,BOEING,767-3P6,2.0,290.0,,Turbo-fan
N154DL,1991.0,Fixed wing multi engine,BOEING,767-3P6,2.0,290.0,,Turbo-fan
N155DL,1991.0,Fixed wing multi engine,BOEING,767-3P6,2.0,290.0,,Turbo-fan
N156DL,1991.0,Fixed wing multi engine,BOEING,767-3P6,2.0,290.0,,Turbo-fan
N1607B,2000.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N1613B,2001.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N1613B,2001.0,Fixed wing multi engine,BOEING,767-332,2.0,330.0,,Turbo-fan
N174UA,,,BOEING,747-422             ,,,,
N177UA,,,BOEING,747-422             ,,,,
N179JB,2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N179UA,,,BOEING,747-422             ,,,,
N180UA,,,BOEING,747-422             ,,,,
N181UA,,,BOEING,747-422             ,,,,
N183JB,2005.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,,Turbo-fan
N203FR,2002.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N203UW,,,BOEING,757-23N             ,,,,
N204FR,2004.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N204UW,,,BOEING,757-23N             ,,,,
N205UW,,,BOEING,757-23N             ,,,,
N207UW,,,BOEING,757-28A             ,,,,
N208FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N209FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N210FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N211FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N213FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N214FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N214FR,2011.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,,Turbo-fan
N215AG,,,BOEING,737-230             ,,,,
N215AG,,,BOMBARDIER,CL-600-2C10         ,,,,
